"a-1_number_of_villages,_towns,_households,_population_and_area",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14,source_dataset
State  Code,District Code,Sub District Code,India/ State/ Union Territory/ District/ Sub-district,Name,"Total/
Rural/
Urban",Number of villages,,Number of towns,Number of households,Population,,,"Area
 (In sq. km)",Population per sq. km.,census
,,,,,,Inhabited,Uninhabited,,,Persons,Males,Females,,,census
09,194,00983,SUB-DISTRICT,Machhlishahr,Rural,504,9,0,102608,690098,337373,352725,806.8955232352192,855,census
09,194,00983,SUB-DISTRICT,Machhlishahr,Urban,0,0,2,6916,46111,23584,22527,4.86,9488,census
09,194,00984,SUB-DISTRICT,Jaunpur ,Total,787,25,5,154845,1075544,540068,535476,710.8217474488093,1513,census
09,194,00984,SUB-DISTRICT,Jaunpur ,Rural,787,25,0,124886,868864,432825,436039,679.2417474488093,1279,census
09,194,00984,SUB-DISTRICT,Jaunpur ,Urban,0,0,5,29959,206680,107243,99437,31.58,6545,census
09,194,00985,SUB-DISTRICT,Mariahu ,Total,652,30,2,120315,800862,388701,412161,757.668998700045,1057,census
09,194,00985,SUB-DISTRICT,Mariahu ,Rural,652,30,0,116160,771872,373763,398109,748.238998700045,1032,census
09,194,00985,SUB-DISTRICT,Mariahu ,Urban,0,0,2,4155,28990,14938,14052,9.43,3074,census
09,194,00986,SUB-DISTRICT,Kerakat,Total,421,3,2,102139,663552,323945,339607,593.4643904621996,1118,census
09,194,00986,SUB-DISTRICT,Kerakat,Rural,421,3,0,99477,644747,314239,330508,589.0243904621996,1095,census
09,194,00986,SUB-DISTRICT,Kerakat,Urban,0,0,2,2662,18805,9706,9099,4.44,4235,census
09,195,00000,DISTRICT,Ghazipur,Total,2740,627,8,546664,3620268,1855075,1765193,3377,1072,census
09,195,00000,DISTRICT,Ghazipur,Rural,2740,627,0,505095,3345908,1711651,1634257,3312.67,1010,census
09,195,00000,DISTRICT,Ghazipur,Urban,0,0,8,41569,274360,143424,130936,64.33,4265,census
09,195,00987,SUB-DISTRICT,Jakhania,Total,505,71,1,80389,547798,274769,273029,550.6687658847428,995,census
09,195,00987,SUB-DISTRICT,Jakhania,Rural,505,71,0,78640,535437,268385,267052,546.6687658847428,979,census
09,195,00987,SUB-DISTRICT,Jakhania,Urban,0,0,1,1749,12361,6384,5977,4,3090,census
09,195,00988,SUB-DISTRICT,Saidpur,Total,582,64,1,89022,603470,302611,300859,565.0171554556758,1068,census
09,195,00988,SUB-DISTRICT,Saidpur,Rural,582,64,0,85517,579132,289895,289237,559.8071554556758,1035,census
09,195,00988,SUB-DISTRICT,Saidpur,Urban,0,0,1,3505,24338,12716,11622,5.21,4671,census
09,195,00989,SUB-DISTRICT,Ghazipur,Total,539,86,2,127961,839883,436067,403816,678.0392747531986,1239,census
09,195,00989,SUB-DISTRICT,Ghazipur,Rural,539,86,0,106717,706640,366174,340466,653.6292747531986,1081,census
09,195,00989,SUB-DISTRICT,Ghazipur,Urban,0,0,2,21244,133243,69893,63350,24.41,5459,census
09,195,00990,SUB-DISTRICT,Mohammadabad ,Total,833,301,2,145379,914817,470683,444134,869.9983013646169,1052,census
09,195,00990,SUB-DISTRICT,Mohammadabad ,Rural,833,301,0,137011,856497,440295,416202,858.6483013646168,997,census
09,195,00990,SUB-DISTRICT,Mohammadabad ,Urban,0,0,2,8368,58320,30388,27932,11.35,5138,census
09,195,00991,SUB-DISTRICT,Zamania,Total,281,105,2,103913,714300,370945,343355,713.2769261307286,1001,census
09,195,00991,SUB-DISTRICT,Zamania,Rural,281,105,0,97210,668202,346902,321300,693.9169261307286,963,census
09,195,00991,SUB-DISTRICT,Zamania,Urban,0,0,2,6703,46098,24043,22055,19.36,2381,census
09,196,00000,DISTRICT,Chandauli,Total,1425,204,11,296804,1952756,1017905,934851,2541,768,census
09,196,00000,DISTRICT,Chandauli,Rural,1425,204,0,259129,1710203,890630,819573,2487.28,688,census
09,196,00000,DISTRICT,Chandauli,Urban,0,0,11,37675,242553,127275,115278,53.72,4515,census
09,196,00992,SUB-DISTRICT,Sakaldiha,Total,456,37,1,99708,691346,358065,333281,661.7069297772078,1045,census
09,196,00992,SUB-DISTRICT,Sakaldiha,Rural,456,37,0,98679,683952,354200,329752,660.7069297772078,1035,census
09,196,00992,SUB-DISTRICT,Sakaldiha,Urban,0,0,1,1029,7394,3865,3529,1,7394,census
09,196,00993,SUB-DISTRICT,Chandauli,Total,438,75,9,127061,834724,437248,397476,650.164746738426,1284,census
09,196,00993,SUB-DISTRICT,Chandauli,Rural,438,75,0,93076,616921,322888,294033,605.4447467384259,1019,census
09,196,00993,SUB-DISTRICT,Chandauli,Urban,0,0,9,33985,217803,114360,103443,44.72,4870,census
09,196,00994,SUB-DISTRICT,Chakia,Total,531,92,1,70035,426686,222592,204094,1229.1181613174726,347,census
09,196,00994,SUB-DISTRICT,Chakia,Rural,531,92,0,67374,409330,213542,195788,1221.1181613174726,335,census
09,196,00994,SUB-DISTRICT,Chakia,Urban,0,0,1,2661,17356,9050,8306,8,2170,census
09,197,00000,DISTRICT,Varanasi,Total,1258,37,39,560162,3676841,1921857,1754984,1535,2395,census
09,197,00000,DISTRICT,Varanasi,Rural,1258,37,0,306978,2079790,1076526,1003264,1371.22,1517,census
09,197,00000,DISTRICT,Varanasi,Urban,0,0,39,253184,1597051,845331,751720,163.78,9751,census
09,197,00995,SUB-DISTRICT,Pindra,Total,423,8,1,92593,627298,318052,309246,694.6213292574453,903,census
09,197,00995,SUB-DISTRICT,Pindra,Rural,423,8,0,90947,615915,312099,303816,690.4213292574452,892,census
09,197,00995,SUB-DISTRICT,Pindra,Urban,0,0,1,1646,11383,5953,5430,4.2,2710,census
09,197,00996,SUB-DISTRICT,Varanasi,Total,835,29,38,467569,3049543,1603805,1445738,840.377526550161,3629,census
09,197,00996,SUB-DISTRICT,Varanasi,Rural,835,29,0,216031,1463875,764427,699448,680.7975265501609,2150,census
09,197,00996,SUB-DISTRICT,Varanasi,Urban,0,0,38,251538,1585668,839378,746290,159.58,9937,census
09,198,00000,DISTRICT,Sant Ravidas Nagar (Bhadohi),Total,1087,130,11,222403,1578213,807099,771114,1015,1555,census
09,198,00000,DISTRICT,Sant Ravidas Nagar (Bhadohi),Rural,1087,130,0,189745,1348911,686589,662322,965.74,1397,census
09,198,00000,DISTRICT,Sant Ravidas Nagar (Bhadohi),Urban,0,0,11,32658,229302,120510,108792,49.26,4655,census
09,198,00997,SUB-DISTRICT,Bhadohi,Total,382,23,4,81344,568985,288601,280384,352.5554924587281,1614,census
09,198,00997,SUB-DISTRICT,Bhadohi,Rural,382,23,0,62495,435345,218566,216779,329.90549245872813,1320,census
09,198,00997,SUB-DISTRICT,Bhadohi,Urban,0,0,4,18849,133640,70035,63605,22.65,5900,census
09,198,00998,SUB-DISTRICT,Gyanpur,Total,385,69,4,78929,567801,290505,277296,401.58996858810514,1414,census
09,198,00998,SUB-DISTRICT,Gyanpur,Rural,385,69,0,72239,524069,267338,256731,389.0999685881051,1347,census
09,198,00998,SUB-DISTRICT,Gyanpur,Urban,0,0,4,6690,43732,23167,20565,12.49,3501,census
09,198,00999,SUB-DISTRICT,Aurai,Total,320,38,3,62130,441427,227993,213434,260.8588390906479,1692,census
09,198,00999,SUB-DISTRICT,Aurai,Rural,320,38,0,55011,389497,200685,188812,246.7388390906479,1579,census
09,198,00999,SUB-DISTRICT,Aurai,Urban,0,0,3,7119,51930,27308,24622,14.12,3678,census
09,199,00000,DISTRICT,Mirzapur,Total,1745,216,10,394925,2496970,1312302,1184668,4405,567,census
09,199,00000,DISTRICT,Mirzapur,Rural,1745,216,0,339323,2149403,1127138,1022265,4331.78,496,census
09,199,00000,DISTRICT,Mirzapur,Urban,0,0,10,55602,347567,185164,162403,73.22,4747,census
09,199,01000,SUB-DISTRICT,Mirzapur,Total,611,78,7,177559,1177317,622307,555010,1159.7428790960587,1015,census
09,199,01000,SUB-DISTRICT,Mirzapur,Rural,611,78,0,132695,897280,472862,424418,1106.5828790960586,811,census
09,199,01000,SUB-DISTRICT,Mirzapur,Urban,0,0,7,44864,280037,149445,130592,53.16,5268,census
09,199,01001,SUB-DISTRICT,Lalganj,Total,387,44,0,58916,367080,192739,174341,1344.7101432085894,273,census
09,199,01001,SUB-DISTRICT,Lalganj,Rural,387,44,0,58916,367080,192739,174341,1344.7101432085894,273,census
09,199,01001,SUB-DISTRICT,Lalganj,Urban,0,0,0,0,0,0,0,0,0,census
09,199,01002,SUB-DISTRICT,Marihan,Total,211,10,0,41584,241128,125523,115605,863.4882569075232,279,census
09,199,01002,SUB-DISTRICT,Marihan,Rural,211,10,0,41584,241128,125523,115605,863.4882569075232,279,census
09,199,01002,SUB-DISTRICT,Marihan,Urban,0,0,0,0,0,0,0,0,0,census
09,199,01003,SUB-DISTRICT,Chunar,Total,536,84,3,116866,711445,371733,339712,1037.0571233941896,686,census
09,199,01003,SUB-DISTRICT,Chunar,Rural,536,84,0,106128,643915,336014,307901,1016.9971233941897,633,census
09,199,01003,SUB-DISTRICT,Chunar,Urban,0,0,3,10738,67530,35719,31811,20.06,3366,census
09,200,00000,DISTRICT,Sonbhadra,Total,1391,38,18,333174,1862559,971344,891215,6905,270,census
09,200,00000,DISTRICT,Sonbhadra,Rural,1391,38,0,270822,1548217,803345,744872,6779.57,228,census
09,200,00000,DISTRICT,Sonbhadra,Urban,0,0,18,62352,314342,167999,146343,125.43,2506,census
09,200,01004,SUB-DISTRICT,Ghorawal,Total,342,3,1,49110,290546,150896,139650,858.6048128382961,338,census
09,200,01004,SUB-DISTRICT,Ghorawal,Rural,342,3,0,47804,283255,146964,136291,855.3748128382961,331,census
09,200,01004,SUB-DISTRICT,Ghorawal,Urban,0,0,1,1306,7291,3932,3359,3.23,2257,census
09,200,01005,SUB-DISTRICT,Robertsganj,Total,770,23,5,158620,901830,469684,432146,3356.2111044438116,269,census
09,200,01005,SUB-DISTRICT,Robertsganj,Rural,770,23,0,135799,776300,403074,373226,3296.7811044438117,235,census
09,200,01005,SUB-DISTRICT,Robertsganj,Urban,0,0,5,22821,125530,66610,58920,59.43,2112,census
09,200,01006,SUB-DISTRICT,Dudhi,Total,279,12,12,125444,670183,350764,319419,2690.1834533503097,249,census
09,200,01006,SUB-DISTRICT,Dudhi,Rural,279,12,0,87219,488662,253307,235355,2627.4134533503097,186,census
09,200,01006,SUB-DISTRICT,Dudhi,Urban,0,0,12,38225,181521,97457,84064,62.77,2892,census
09,201,00000,DISTRICT,Etah,Total,853,29,10,290683,1774480,947339,827141,2431,730,census
09,201,00000,DISTRICT,Etah,Rural,853,29,0,245688,1506338,805589,700749,2392.79,630,census
09,201,00000,DISTRICT,Etah,Urban,0,0,10,44995,268142,141750,126392,38.21,7018,census
09,201,01007,SUB-DISTRICT,Aliganj ,Total,232,9,3,76283,485387,260447,224940,652.8937062584575,743,census
09,201,01007,SUB-DISTRICT,Aliganj ,Rural,232,9,0,68172,433338,232603,200735,646.2637062584575,671,census
09,201,01007,SUB-DISTRICT,Aliganj ,Urban,0,0,3,8111,52049,27844,24205,6.63,7851,census
09,201,01008,SUB-DISTRICT,Etah,Total,471,18,5,156324,937536,499019,438517,1249.821233872206,750,census
09,201,01008,SUB-DISTRICT,Etah,Rural,471,18,0,128199,770556,410994,359562,1223.411233872206,630,census
09,201,01008,SUB-DISTRICT,Etah,Urban,0,0,5,28125,166980,88025,78955,26.41,6323,census
09,201,01009,SUB-DISTRICT,Jalesar ,Total,150,2,2,58076,351557,187873,163684,528.2795625748073,665,census
09,201,01009,SUB-DISTRICT,Jalesar ,Rural,150,2,0,49317,302444,161992,140452,523.1095625748073,578,census
09,201,01009,SUB-DISTRICT,Jalesar ,Urban,0,0,2,8759,49113,25881,23232,5.17,9500,census
09,202,00000,DISTRICT,Kanshiram Nagar,Total,650,65,11,237903,1436719,764165,672554,1955,735,census
09,202,00000,DISTRICT,Kanshiram Nagar,Rural,650,65,0,190739,1148512,612556,535956,1918.23,599,census
09,202,00000,DISTRICT,Kanshiram Nagar,Urban,0,0,11,47164,288207,151609,136598,36.77,7838,census
09,202,01010,SUB-DISTRICT,Kasganj,Total,224,21,3,94942,559044,297445,261599,590.8739301768231,946,census
09,202,01010,SUB-DISTRICT,Kasganj,Rural,224,21,0,70402,417870,222591,195279,579.8339301768232,721,census
09,202,01010,SUB-DISTRICT,Kasganj,Urban,0,0,3,24540,141174,74854,66320,11.04,12788,census
09,202,01011,SUB-DISTRICT,Sahawar,Total,168,12,2,52943,317355,168296,149059,472.18034413979905,672,census
09,202,01011,SUB-DISTRICT,Sahawar,Rural,168,12,0,47542,282458,150085,132373,463.17034413979906,610,census
09,202,01011,SUB-DISTRICT,Sahawar,Urban,0,0,2,5401,34897,18211,16686,9.01,3873,census
09,202,01012,SUB-DISTRICT,Patiyali,Total,258,32,6,90018,560320,298424,261896,891.9432857214974,628,census
09,202,01012,SUB-DISTRICT,Patiyali,Rural,258,32,0,72795,448184,239880,208304,875.2232857214974,512,census
09,202,01012,SUB-DISTRICT,Patiyali,Urban,0,0,6,17223,112136,58544,53592,16.72,6707,census
10,000,00000,STATE,BIHAR,Total,39073,5801,199,18913565,104099452,54278157,49821295,94163,1106,census
10,000,00000,STATE,BIHAR,Rural,39073,5801,0,16862940,92341436,48073850,44267586,91838.28,1005,census
10,000,00000,STATE,BIHAR,Urban,0,0,199,2050625,11758016,6204307,5553709,2324.72,5058,census
10,203,00000,DISTRICT,Pashchim Champaran,Total,1365,118,8,710461,3935042,2061110,1873932,5228,753,census
10,203,00000,DISTRICT,Pashchim Champaran,Rural,1365,118,0,637354,3541877,1853809,1688068,5133.6,690,census
10,203,00000,DISTRICT,Pashchim Champaran,Urban,0,0,8,73107,393165,207301,185864,94.4,4165,census
10,203,01013,SUB-DISTRICT,Sidhaw,Total,159,16,0,55436,309874,160227,149647,874.644384851956,354,census
10,203,01013,SUB-DISTRICT,Sidhaw,Rural,159,16,0,55436,309874,160227,149647,874.644384851956,354,census
10,203,01013,SUB-DISTRICT,Sidhaw,Urban,0,0,0,0,0,0,0,0,0,census
10,203,01014,SUB-DISTRICT,Ramnagar,Total,125,27,1,46036,249102,129399,119703,666.5244804707116,374,census
10,203,01014,SUB-DISTRICT,Ramnagar,Rural,125,27,0,36913,200691,104019,96672,650.3244804707116,309,census
10,203,01014,SUB-DISTRICT,Ramnagar,Urban,0,0,1,9123,48411,25380,23031,16.2,2988,census
10,203,01015,SUB-DISTRICT,Gaunaha,Total,156,12,0,37289,208169,108318,99851,469.282464466206,444,census
10,203,01015,SUB-DISTRICT,Gaunaha,Rural,156,12,0,37289,208169,108318,99851,469.282464466206,444,census
10,203,01015,SUB-DISTRICT,Gaunaha,Urban,0,0,0,0,0,0,0,0,0,census
10,203,01016,SUB-DISTRICT,Mainatanr,Total,93,4,0,34349,190744,99593,91151,240.73284972407674,792,census
10,203,01016,SUB-DISTRICT,Mainatanr,Rural,93,4,0,34349,190744,99593,91151,240.73284972407674,792,census
10,203,01016,SUB-DISTRICT,Mainatanr,Urban,0,0,0,0,0,0,0,0,0,census
10,203,01017,SUB-DISTRICT,Narkatiaganj,Total,148,12,1,68915,377842,197531,180311,353.645331074626,1068,census
10,203,01017,SUB-DISTRICT,Narkatiaganj,Rural,148,12,0,59832,328335,171258,157077,342.685331074626,958,census
10,203,01017,SUB-DISTRICT,Narkatiaganj,Urban,0,0,1,9083,49507,26273,23234,10.96,4517,census
10,203,01018,SUB-DISTRICT,Lauriya,Total,93,3,0,41593,230162,120402,109760,205.45741170236647,1120,census
10,203,01018,SUB-DISTRICT,Lauriya,Rural,93,3,0,41593,230162,120402,109760,205.45741170236647,1120,census
10,203,01018,SUB-DISTRICT,Lauriya,Urban,0,0,0,0,0,0,0,0,0,census
10,203,01019,SUB-DISTRICT,Bagaha,Total,121,15,1,71834,398000,209455,188545,379.420746580651,1049,census
10,203,01019,SUB-DISTRICT,Bagaha,Rural,121,15,0,50854,285366,149841,135525,332.590746580651,858,census
10,203,01019,SUB-DISTRICT,Bagaha,Urban,0,0,1,20980,112634,59614,53020,46.83,2405,census
10,203,01020,SUB-DISTRICT,Piprasi,Total,3,0,0,6357,38592,20321,18271,153.38858600570987,252,census
10,203,01020,SUB-DISTRICT,Piprasi,Rural,3,0,0,6357,38592,20321,18271,153.38858600570987,252,census
10,203,01020,SUB-DISTRICT,Piprasi,Urban,0,0,0,0,0,0,0,0,0,census
10,203,01021,SUB-DISTRICT,Madhubani,Total,21,9,0,14613,89608,46879,42729,150.38421683499152,596,census
10,203,01021,SUB-DISTRICT,Madhubani,Rural,21,9,0,14613,89608,46879,42729,150.38421683499152,596,census
10,203,01021,SUB-DISTRICT,Madhubani,Urban,0,0,0,0,0,0,0,0,0,census
10,203,01022,SUB-DISTRICT,Bhitaha,Total,21,2,0,10307,66203,34659,31544,136.8127560982983,484,census
10,203,01022,SUB-DISTRICT,Bhitaha,Rural,21,2,0,10307,66203,34659,31544,136.8127560982983,484,census
10,203,01022,SUB-DISTRICT,Bhitaha,Urban,0,0,0,0,0,0,0,0,0,census
10,203,01023,SUB-DISTRICT,Thakrahan,Total,10,3,0,9141,52766,27783,24983,142.4692580542025,370,census
10,203,01023,SUB-DISTRICT,Thakrahan,Rural,10,3,0,9141,52766,27783,24983,142.4692580542025,370,census
10,203,01023,SUB-DISTRICT,Thakrahan,Urban,0,0,0,0,0,0,0,0,0,census
10,203,01024,SUB-DISTRICT,Jogapatti,Total,102,3,0,42926,243516,128193,115323,213.20661218408142,1142,census
10,203,01024,SUB-DISTRICT,Jogapatti,Rural,102,3,0,42926,243516,128193,115323,213.20661218408142,1142,census
10,203,01024,SUB-DISTRICT,Jogapatti,Urban,0,0,0,0,0,0,0,0,0,census
10,203,01025,SUB-DISTRICT,Chanpatia,Total,71,0,1,55529,297748,156339,141409,260.7378044435841,1142,census
10,203,01025,SUB-DISTRICT,Chanpatia,Rural,71,0,0,50304,270653,142113,128540,253.1678044435841,1069,census
10,203,01025,SUB-DISTRICT,Chanpatia,Urban,0,0,1,5225,27095,14226,12869,7.57,3579,census
10,203,01026,SUB-DISTRICT,Sikta,Total,60,1,0,34500,189496,99815,89681,194.64168268778045,974,census
10,203,01026,SUB-DISTRICT,Sikta,Rural,60,1,0,34500,189496,99815,89681,194.64168268778045,974,census
10,203,01026,SUB-DISTRICT,Sikta,Urban,0,0,0,0,0,0,0,0,0,census
10,203,01027,SUB-DISTRICT,Majhaulia,Total,75,3,0,57736,329347,172296,157051,290.87473519399674,1132,census
10,203,01027,SUB-DISTRICT,Majhaulia,Rural,75,3,0,57736,329347,172296,157051,290.87473519399674,1132,census
10,203,01027,SUB-DISTRICT,Majhaulia,Urban,0,0,0,0,0,0,0,0,0,census
10,203,01028,SUB-DISTRICT,Bettiah,Total,14,1,3,41133,224200,117771,106429,68.12666091946159,3291,census
10,203,01028,SUB-DISTRICT,Bettiah,Rural,14,1,0,13649,75545,39588,35957,58.28666091946158,1296,census
10,203,01028,SUB-DISTRICT,Bettiah,Urban,0,0,3,27484,148655,78183,70472,9.84,15107,census
10,203,01029,SUB-DISTRICT,Bairia,Total,51,4,1,38100,206098,109098,97000,237.23120565613607,869,census
10,203,01029,SUB-DISTRICT,Bairia,Rural,51,4,0,36888,199235,105473,93762,234.23120565613607,851,census
10,203,01029,SUB-DISTRICT,Bairia,Urban,0,0,1,1212,6863,3625,3238,3,2288,census
10,203,01030,SUB-DISTRICT,Nautan,Total,42,3,0,44667,233575,123031,110544,190.4148460613905,1227,census
10,203,01030,SUB-DISTRICT,Nautan,Rural,42,3,0,44667,233575,123031,110544,190.4148460613905,1227,census
10,203,01030,SUB-DISTRICT,Nautan,Urban,0,0,0,0,0,0,0,0,0,census
10,204,00000,DISTRICT,Purba Champaran,Total,1252,41,10,981516,5099371,2681209,2418162,3968,1285,census
10,204,00000,DISTRICT,Purba Champaran,Rural,1252,41,0,909672,4698028,2468181,2229847,3844.25,1222,census
10,204,00000,DISTRICT,Purba Champaran,Urban,0,0,10,71844,401343,213028,188315,123.75,3243,census
10,204,01031,SUB-DISTRICT,Raxaul,Total,41,2,1,41135,232028,122331,109697,130.69187150483702,1775,census
10,204,01031,SUB-DISTRICT,Raxaul,Rural,41,2,0,31622,176492,92921,83571,124.87187150483703,1413,census
10,204,01031,SUB-DISTRICT,Raxaul,Urban,0,0,1,9513,55536,29410,26126,5.82,9542,census
10,204,01032,SUB-DISTRICT,Adapur,Total,60,0,0,39818,203513,107913,95600,158.45494589929157,1284,census
10,204,01032,SUB-DISTRICT,Adapur,Rural,60,0,0,39818,203513,107913,95600,158.45494589929157,1284,census
10,204,01032,SUB-DISTRICT,Adapur,Urban,0,0,0,0,0,0,0,0,0,census
10,204,01033,SUB-DISTRICT,Ramgarhwa,Total,43,1,0,40566,200998,106637,94361,164.97034601876746,1218,census
10,204,01033,SUB-DISTRICT,Ramgarhwa,Rural,43,1,0,40566,200998,106637,94361,164.97034601876746,1218,census
10,204,01033,SUB-DISTRICT,Ramgarhwa,Urban,0,0,0,0,0,0,0,0,0,census
10,204,01034,SUB-DISTRICT,Sugauli,Total,46,1,1,47387,230807,121677,109130,168.70528876241607,1368,census
10,204,01034,SUB-DISTRICT,Sugauli,Rural,46,1,0,39907,191992,101093,90899,149.45528876241607,1285,census
10,204,01034,SUB-DISTRICT,Sugauli,Urban,0,0,1,7480,38815,20584,18231,19.25,2016,census
10,204,01035,SUB-DISTRICT,Banjaria,Total,30,1,0,32464,162684,86088,76596,137.6118904215415,1182,census
10,204,01035,SUB-DISTRICT,Banjaria,Rural,30,1,0,32464,162684,86088,76596,137.6118904215415,1182,census
10,204,01035,SUB-DISTRICT,Banjaria,Urban,0,0,0,0,0,0,0,0,0,census
10,204,01036,SUB-DISTRICT,Narkatia,Total,51,3,0,32955,170758,89659,81099,136.01416491453628,1255,census
10,204,01036,SUB-DISTRICT,Narkatia,Rural,51,3,0,32955,170758,89659,81099,136.01416491453628,1255,census
10,204,01036,SUB-DISTRICT,Narkatia,Urban,0,0,0,0,0,0,0,0,0,census
10,204,01037,SUB-DISTRICT,Bankatwa,Total,20,3,0,20227,116863,60983,55880,63.29690466388908,1846,census
10,204,01037,SUB-DISTRICT,Bankatwa,Rural,20,3,0,20227,116863,60983,55880,63.29690466388908,1846,census
10,204,01037,SUB-DISTRICT,Bankatwa,Urban,0,0,0,0,0,0,0,0,0,census
10,204,01038,SUB-DISTRICT,Ghorasahan,Total,26,2,0,30396,174864,92262,82602,135.3398002524886,1292,census
10,204,01038,SUB-DISTRICT,Ghorasahan,Rural,26,2,0,30396,174864,92262,82602,135.3398002524886,1292,census
10,204,01038,SUB-DISTRICT,Ghorasahan,Urban,0,0,0,0,0,0,0,0,0,census
10,204,01039,SUB-DISTRICT,Dhaka,Total,61,0,1,63681,318144,166842,151302,177.11928477657997,1796,census
10,204,01039,SUB-DISTRICT,Dhaka,Rural,61,0,0,56410,276081,144833,131248,164.18928477657997,1681,census
10,204,01039,SUB-DISTRICT,Dhaka,Urban,0,0,1,7271,42063,22009,20054,12.93,3253,census
10,204,01040,SUB-DISTRICT,Chiraia,Total,41,0,0,57311,276809,146459,130350,213.8669714377003,1294,census
10,204,01040,SUB-DISTRICT,Chiraia,Rural,41,0,0,57311,276809,146459,130350,213.8669714377003,1294,census
10,204,01040,SUB-DISTRICT,Chiraia,Urban,0,0,0,0,0,0,0,0,0,census
10,204,01041,SUB-DISTRICT,Motihari,Total,68,6,1,68608,363976,194253,169723,236.97174224354868,1536,census
10,204,01041,SUB-DISTRICT,Motihari,Rural,68,6,0,46384,237818,126392,111426,220.59174224354868,1078,census
10,204,01041,SUB-DISTRICT,Motihari,Urban,0,0,1,22224,126158,67861,58297,16.38,7702,census
10,204,01042,SUB-DISTRICT,Turkaulia,Total,33,1,0,36654,180366,94136,86230,139.6868586124574,1291,census
10,204,01042,SUB-DISTRICT,Turkaulia,Rural,33,1,0,36654,180366,94136,86230,139.6868586124574,1291,census
10,204,01042,SUB-DISTRICT,Turkaulia,Urban,0,0,0,0,0,0,0,0,0,census
10,204,01043,SUB-DISTRICT,Harsidhi,Total,61,0,0,41245,222551,116865,105686,185.35690849451603,1201,census
10,204,01043,SUB-DISTRICT,Harsidhi,Rural,61,0,0,41245,222551,116865,105686,185.35690849451603,1201,census
